frase,tweet_clean,suicidio
no quiero intentarlo mas,te quiero pero no voy a intentarlo más,0
no quiero intentarlo mas,te juro q te quiero te he querido y te querré más q a nadie pero ya no voy a intentarlo más,0
no quiero intentarlo mas,pero no hay nada más bello que intentarlo mil veces soy desordenado cuando quiero no recogeré los besos que dejé an,0
no quiero intentarlo mas,quiero quedarme donde estoy y no intentarlo más honestamente ya no puedo,0
no quiero intentarlo mas,aún te quiero pero no pienso intentarlo más,0
no quiero intentarlo mas,y no quiero buscar a alguien más yo quiero intentarlo contigo hasta q nos salga bien,0
no quiero intentarlo mas,no te quiero arruinar el día pero se han chupado más de dos años se van a chupar otro,0
no quiero intentarlo mas,prefiero decir un adiós sincero doliendome hasta las venas que continuar en un mientras tanto te quiero posiblemen,0
no quiero intentarlo mas,es imposible pero eso no me disuade de intentarlo midsommar me gustó mucho y más aún el final aunqu,0
no quiero intentarlo mas,sialareforma no sé si es la solución a los problemas definitivo de la seguridad pero quiero intentarlo no podemos,0
no quiero intentarlo mas,yo no quiero buscar a alguien más yo quiero intentarlo contigo hasta que todo nos salga bien,0
no quiero intentarlo mas,ir de fiesta en fiesta de boca en boca de cuerpo en cuerpo siento q sentiría un vacío más grande del q estoy s,0
no quiero intentarlo mas,jk no estudié bien cuando era pequeño nam puedes intentarlo más tarde jk no gracias no quiero estudiar soy j,0
no quiero intentarlo mas,vales oro nene créeme yo también tengo miedo miedo a intentarlo una vez más y que no funcione nada pe,0
no quiero intentarlo mas,quiero intentarlo para no sufrir más con personajes de disney ni los parciales,0
no quiero intentarlo mas,seguimos con el rodaje solo quiero compartir q hay q hacer lo que uno quiere porque eso te hace feliz cuanto más te di,0
no quiero intentarlo mas,te juro que te quisé te quiero y siempre te querré pero ya no voy a intentarlo más,0
no quiero intentarlo mas,qué es ser au pair cómo aplico a los programas qué debo hacer para recibir más información quiero intentar,0
no quiero intentarlo mas,querido twitter quiero contarte tengo ganas de sacar un proyecto musical no se creo que la forma de escribir a m,0
no quiero intentarlo mas,te quiero más que a nadie pero no voy a intentarlo mas,0
no quiero intentarlo mas,y no quiero buscar a alguien mas yo quiero intentarlo cn tigo hasta q nos salga bien,0
no quiero intentarlo mas,si es alguien idéntica a ti pero no eres tú te digo desde ya que no podrá hacerme feliz es más no quiero ni inte,0
no quiero intentarlo mas,que estupidez la mía al pensar que tenía que dejarte ir sin intentarlo una vez más que estupidez tan grande el que,0
no quiero intentarlo mas,ya me canse de intentarlo siempre hoy no puedo más ya desborde ya no quiero seguir más así,0
no quiero seguir,te había dado sb no recuerdo porque después lo quité y me volviste a seguir y bueno ahora somos nuevamente mutuals igual te quiero,0
no quiero seguir,no quiero participar de los sorteos porque paja seguir páginas que no me interesan,0
no quiero seguir,skdkd bu no te preocupes voy a seguir pero no se cuando quiero hacer uno pero me da vergüenza después,0
no quiero seguir,si si él no se imagina que yo no quiero seguir así,0
no quiero seguir,no quiero seguir asi,1
no quiero seguir,leopoldo dice sigamos hacía adonde t propones seguir n,0
no quiero seguir,esta bien se sincero jaja si soy sincera el mío está chato pero de no hacer nada jaajaj por lo de la ca,0
no quiero seguir,será que va a llegar alguna persona que no me clave el visto cñorxs pq no se dan cuenta de que quiero seguir,0
no quiero seguir,gracias por romperme más gracias por enseñarme cosas del amor que no sabía y gracias por todo lo que me diste pero,0
no quiero seguir,me duele el corazón y caigo en una profunda lloradera veces por semana no quiero seguir así,1
no quiero seguir,porq quiero seguir cantando el himno y flamear la bandera corgullo xq quiero ver desfilar cemoción las ffaa y lo,0
no quiero seguir,a mi me encanta la idea de que lucia conozca a alguien más si bien quiero que esté con bruno el ya eligió a la ot,0
no quiero seguir,esta situación y más de hora y medio de retraso en la para decidir el futuro del mar menlr quiero,0
no quiero seguir,entonces puedo presumir que sí ama a sus fans no solo con palabras sino con hechos aunque claro los,0
no quiero seguir,la extraño pero tampoco quiero seguir rogando pa que siempre me diga q no,0
no quiero seguir,éramos mutuals re cercanas en mi otra cuenta y después nos dejamos de seguir ahre no sé si sabés quién soy pero te re quiero y sos hermosq,0
no quiero seguir,si asi no llego alos masomenos no quiero seguir viviendo,1
no quiero seguir,yo soy jubilada y tengo celular me gusta la tecnología y me jugué toda mi vida por mis ideales y,0
no quiero seguir,me he visto tres capítulos de mr robot y solo quiero seguir para saber qué pasa pero tengo que dormir porque mañana,0
no quiero seguir,hey bandita voy a dejar inactiva mi cuenta un tiempo sufro de ansiedad y no me sirve ahorita ver negatividad ni v,0
no quiero seguir,cuando me sigue alguien que no quiero seguir le bloqueo y después le desbloqueo para que no le quede el follow,0
no quiero seguir,quiero que ya no sea moda sacarse nudes tan impunemente porque es una moda que los inseguros no podemos seguir que,0
no quiero seguir,boca mi abuela me dijo es fácil decir que has superado a alguien si no lo has visto el verdadero reto está en mirarlo a los o,0
no quiero seguir,sé que en casos como hoy lo más inteligente para alguien como yo es callar hacer hoy como si no pasara nada y seguir con,0
no quiero seguir,mi mamá se pasó hoy pasó por mí para comprarme un uniforme que soñaba amp por último me trajo a comer mi comida favo,0
no quiero vivir,ya no quiero vivir en este méxico fuchiguacala,0
no quiero vivir,si no me caso con alguno de los dos no quiero vivir jaja,0
no quiero vivir,no quiero vivir en el mismo mundo que esta cosa,0
no quiero vivir,día sin tomar coca ya no quiero vivir,1
no quiero vivir,ya es tierra de nadie quiero hacer algo no se puede vivir así y saber q no puedo solucionar nada me da bronca q,0
no quiero vivir,enséñame a estar sin ti un minuto una hora un día quiero aprender cómo es vivir un ratito sin tu compañía me acostumbré,0
no quiero vivir,no se ni cuánto he llorado esta semana con esto de jimmy adoro la mía y mañana se me va a vivir a otro país y e,0
no quiero vivir,barcelona que parecido a nuestra izquierda te pregunto a vos kumpa a vos que votas a los k te gusta vivir asi a,0
no quiero vivir,que tan pinches difícil es tener la cocina en orden neta yo ya no quiero vivir acá,0
no quiero vivir,es que no puedo vivir y ya no quiero vivir,1
no quiero vivir,te quiero pero lo siento no vales lo que dueles hace tiempo que aprendí a vivir con poco,0
no quiero vivir,ay yo también quiero ir a ver a odio ya no vivir en xalapa,0
no quiero vivir,lealtadperonista quiero cruzar la vida con la luz del rayo que el espacio alumbra seguro de no vivir más que u,0
no quiero vivir,me quiero tirar a llorar no mas posta estoy saturada de vivir,0
no quiero vivir,no quiero ni imaginar el terror que las personas en culiacán tuvieron que vivir lo único que quiero saber es que,0
no quiero vivir mas,no ha entendido que quiero irme a mi casa y no puedo porque manife,0
no quiero vivir mas,eso espero porque no sé si pueda vivir más tiempo sin tu compañía pero yo te quiero muchísimo más,1
no quiero vivir mas,sorry pero por esa mismita razón no quiero irme a vivir allá para llegar a un lugar dura horas te estás quizás,0
no quiero vivir mas,imposibles para mí pq no puedo dormir más de horas si me tengo que mantener calmada me voy a tener que ir a viv,0
no quiero vivir mas,latam aún es re cerrado de mente que a veces no no tengo la fuerza para decir hey yo voy a ser ese cambio y mejor,0
no quiero vivir mas,yo soy socialista quiero que mi pais sea socialista y cuando eso pase me voy a ir a vivir a nueva yor,0
no quiero vivir mas,sinceramente no quiero vivir más en esta vida de mierda,1
no quiero vivir mas,yo quería verte con dos colitas siendo el divino que sos jk no doy más yo así no puedo no quiero vivi,0
no quiero vivir mas,rt algun dia tendre autoestima wacho no quiero vivir mas asi,1
no quiero vivir mas,antes que sea demasiado tarde debo salir a buscarte esta vez comprendí que te quiero más que nadie que sin,0
no quiero vivir mas,sé que puedo vivir sin ti más no quiero hacerlo,1
no quiero vivir mas,jajajajajaja soy igual fermorenn no te preocupes además me gusta que me cuentes y más ahora que ya no,0
no quiero vivir mas,de verdad que yo solo quiero vivir esto una vez en mi vida yo solo quiero saber que se siente al tener delante tuya a l,0
no quiero vivir mas,he superado mi deseo de morirme a los años ahora quiero morirme en mis s en algún punto alrededor de los,1
no quiero vivir mas,y poder ir a descubrí que ciento al estar bajo el sol no tiene fin quiero saber mas mucho mas que debo dar para viv,0
no quiero vivir mas,lo que no es un juego son los derechos civiles estoy muy contento de vivir en uno de,0
no quiero vivir mas,quiero volver y quedarme a vivir en buenos aires loco no aguanto más a mi flia,0
no quiero vivir mas,debatear lo mas importante de los valores q tenemos es la libertad eso es lo q nos ayuda a progresar a la cr,0
no quiero vivir mas,dios no los aguanto mas me quiero ir a vivir abajo d un puente tipo de verdad,0
no quiero vivir mas,okay se terminó no quiero vivir más,1
no quiero vivir mas,nooo qué me hiciste esto es kpop ahora quiero ver más ya está de esta no salgo más,0
no quiero vivir mas,a causa de la pena que producía vivir con la idea de haber visto a su pareja morir no tengo hambre,0
no quiero vivir mas,el viene con rodrigo al palo en breve la cuarteteo en el pasillo como le digo a mi mujer que ya no la quiero,0
no quiero vivir mas,voy a aprender voy a vivir voy a abrazarte más y más y no quiero y no debo y no puedo dejar de verte,0
no quiero vivir mas,cada vez más ganas de ser indepe no quiero volver a vivir en blanco y negro votar y manifestarse no es,0
no soporto mas,pensé que era cosas de muertes y asi porque vi tweets de gente quejándose en plan no lo soporto más me largo del país,0
no soporto mas,lo siento mucho mi bella de corazón te lo digo no puedo decir nada más porque lloro no soporto e,0
no soporto mas,si si estoy mejor me visto y nos vamos no soporto un segundo mas en esta habitación se vistio,0
no soporto mas,no soporto ver a mi gente mas cercana mal,0
no soporto mas,posta q si me pudiese ir me iría a la mierda sin pensarlo porque no lo soporto más,0
no soporto mas,caradura sinvergüenza no lo soporto más falta pocoque se vaya y no vuelva más por,0
no soporto mas,nooo la berrocal semana más quejándose no la soporto,0
no soporto mas,es que no soporto a esta gente además el argumento de los números por encima de todo es súper ridículo nu,0
no soporto mas,no soporto como destruyen el país la economia los puestos de trabajos pido q resuelvan lo más p,0
no soporto mas,me pasa lo mismo no lo soporto más no puede decir tantas pelotudeces y el paísinundadocon indige,0
no soporto mas,no soporto más este dolorrrr,1
no soporto mas,ademas de mentirososmalos actoresporque el pequeño no soportaba más a loro de atrás que no paraba de,0
no soporto mas,no la soporto más es infumable,0
no soporto mas,y oiga que a mi también me tiene sumamente harta todo el bodorrio pero no aceptaré nunca que se señale,0
no soporto mas,es indignante cuando se terminará esto no los soporto más,0
no soporto mas,amo la lluvia pero no la soporto más,0
no soporto mas,no soporto al cejas y alba sin más pero pol no me esta gustando nada no a arriesgado y a ido a lo que gusta porqu,0
no soporto mas,cómo se estudia desp de todo cómo conectas las neuronas y pensas en lo q tenés q estudiar y no en los putos proble,0
no soporto mas,cada día que pasa es peor que el anterior y en serio no soporto más esto,1
no soporto mas,tengo más mensajes de no te soporto y te odio que de te amo,0
no soporto mas,encima que usurpan mi casa también mi espacio loco no soporto nada más,0
no soporto mas,no soporto mas mi existencia ahí va el do cafe,0
no soporto mas,no veo la hora de llegar al no los soporto más y tiemblo de pensar en lo q pueden hacer estos chetos perverso,0
no soporto mas,recordar no traer más de dólares a la escuela al menos que no traiga la billetera rip mi carcasa soportó demasiado,0
no soporto mas,alba y antinio da no se conocian de fuera pero los otros dos fueron pareja asi que no ne sirve el ejemp,0
no vale la pena seguir viviendo,no les parece re flashero y aburrido que absolutamente todo el mundo nazca para terminar estudiando yo trabajando,0
no vale la pena seguir viviendo,yo realmente siento que puedo seguir adelante cuando los escucho a ellos pienso dos veces si realmente vale la pen,0
no vale la pena seguir viviendo,vale tanto la pena esperar y no dormir weon por que cada cosa que ellos hacen las hacen pensando en army cada cosa,0
no vale la pena seguir viviendo,quiero que mi vida sane sentir que vale la pena seguir viviendo que no voy por el mundo sin rumbo alguno,1
no vale la pena seguir viviendo,sosamitre dios q humanidad d mierda loco rompemos la naturaleza esclavizamos a los animales guerras robos violaciones asesina,0
no vale la pena seguir viviendo,dios q humanidad d mierda loco rompemos la naturaleza esclavizamos a los animales guerras robos violaciones ases,0
no vale la pena seguir viviendo,de la caridad y préstamos de familia y amistades cuando uno está enfermo y viejo se complica más la verdad no,0
no vale la pena seguir viviendo,ln no vale la pena seguir viviendo si así va a ser la vida,1
no vale la pena seguir viviendo,hoy no he dejado de pensar si en serio vale la pena seguir viviendo en vnezuela,0
no vale la pena seguir viviendo,creo que no vale la pena seguir viviendo,1
no vale la pena seguir viviendo,no se si vale la pena seguir viviendo,1
no vale la pena seguir viviendo,ver a maiden en el movistar fue sublime una experiencia espiritual ya no vale la pena seguir viviendo toqué techo adiós,0
no vale la pena seguir viviendo,no vale la pena seguir viviendo despues de bariloche gente queres llorar cada dos segundos,0
no vale la pena seguir viviendo,ayer estuvieron los payasonicos en mi puebloo y yo no estuve presente vale la pena seguir viviendo yo creo que no,0
no vale la pena seguir viviendo,vale la pena seguir viviendo vale la pena ir horas a sufrir por que me ven como el malo por que son asi es que no en,0
no vale la pena seguir viviendo,vale la pena seguir viviendo vale la pena ir horas a sufrir por que me ven como el malo por que son asi es,0
no vale la pena seguir viviendo,con tu boca puedes salvar vidas una sola planta puede hacer que esa persona a que siente que no puede más se de cu,0
no vale la pena seguir viviendo,así que el sco pa tu manaa de los cojones ha evolucionado en bomboclaat vale ya no merece la pena seguir viviendo,0
no vale la pena seguir viviendo,no vale la pena seguir viviendo sin tener una cuenta regresiva para ver a muse,0
no vale la pena seguir viviendo,soy un fracaso en la vida nunca pude cumplir mis maximos sueños en la vida que eran ser integrante de jukilop y ca,1
no vale la pena seguir viviendo,la perra vida se ha encargado de hacerme saber que no vale la pena seguir viviendo pero namjoon me hace ver que si,0
no vale la pena vivir,jaja no mms ahuevoo guadalajara ya que te autoinvitaste a la conve,0
no vale la pena vivir,every brilliant thing ya la había visto no se seguir mi propia consigna a los años el protagonista empieza un,0
no vale la pena vivir,no vale la pena vivir con el coraje que te hicieron pasar algunas personas y que hoy en día ya ni se hablen,0
no vale la pena vivir,lo unico que trajiste a este pais viejo culiao fue la represion y volver a vivir en chile otro toq,0
no vale la pena vivir,todos estamos rotos pero no podemos vivir siempre con temor diciendo y si hubiera todavía hay gente que vale la pena,0
no vale la pena vivir,mira me pasó y sinceramente hace poco la perdone porque da ladilla vivir de un rencor que no vale la pena la dej,0
no vale la pena vivir,que haya paciencia en algunas discusiones no vale la pena perder la vida por una discusión de un gol el fútbol s,0
no vale la pena vivir,amar es vivir aprendes a conocerte a través del otro sabes que te gusta y que no las posibilidad,0
no vale la pena vivir,últimamente es estado demasiado deprimida demasiado triste pensando en si de pana vale la pena vivir y es lo peor n,1
no vale la pena vivir,estoy tramitando el pasaporte croata y analizare que hacer vendo aca y compro alla un d,0
no vale la pena vivir,no tengo que ir con calculadora al súper puedo viajar de vacaciones fuera de chile soy d los q trabaja para vivir,0
no vale la pena vivir,no vale la pena vivir si cuando llegás a viejo pasás a ser tan arrastrado mentiroso cuánto le pagarán a,0
no vale la pena vivir,ustedes no saben lo que acabo de vivir me volvió el alma al cuerpo y compartirlo con la gente que vale la pena es el tr,0
no vale la pena vivir,freedom la mejor forma de vivir es comprometerte con lo que merece la pena y eso es la cataluña que hay que defender,0
no vale la pena vivir,no vale la pena vivir la vida si no se vive como un sueño,0
no vale la pena vivir,quiero volver a sonreír pero no esas sonrisas vacías donde todos carcajean y se sienten bien quiero sencillam,0
no vale la pena vivir,patri es diferente de ella no esperaba nada yo soy un y ella es un ella me enseñó a querer a que la vida d,0
no vale la pena vivir,este hilo me ha generado un enojo indescriptible como es posible el pueblo colombiano trabaja para estas ratas,0
no vale la pena vivir,sin unidad no tendremos posibilidades de libertad real para américa latina la tarea no se termina mientras vivamos pero bien,0
no vale la pena vivir,no vayas a la boda déjalo vivir su vida y tú a disfrutar tu soltería la verdad no vale la pena,0
no vale la pena vivir,sigue tampoco lo es xq vale la pena vivir bien y aunque cueste de a poco se sale yo tengo ataques de,0
no vale la pena vivir,pienso que deberíamos primero ignorar estos imbéciles por que no saben lo que dicen ergo no darles im,0
no vale la pena vivir,olvídate les gusta vivir así no vale la pena preocuparse saludos,0
no vale la pena vivir,no vale la pena vivir sin cuestionamientos a nosotros mismos y reconsiderar diariamente las ideas que nos acompañar,0
no vale la pena vivir,como que el decirle a las mamás de los criminales que regañen a sus hijos no está funcionando si es una estrategia súper,0
no valgo nada,todo esto me esta matando pero que importa mientras que seas feliz con eso soy sufuciente me alegro no ser tu feliz,0
no valgo nada,gracias x hacerme sentir q no valgo nada,0
no valgo nada,por favor lo que me río con las propagandas de jueguitos de ese mafiacity o el de los enanos corriendo no valgo nada,0
no valgo nada,es lo que tiene ser un vendehumos como tú que vas de valgo más por lo que callo que por lo que cuen,0
no valgo nada,siento que no valgo una mierda que todos pueden pasarme x encima y ya no puedo hacer nada porque es posta no valgo una mier,1
no valgo nada,no sirvo para nada y valgo verga para todo,1
no valgo nada,siento que ya no importa nadaque lo que dije fue al pedo y que no valgo una mierda,1
no valgo nada,tengo amigos increíbles incluso cuando siento que no valgo nada por un momentosiempre habrá alguien que me haga,0
no valgo nada,hace mucho dejé de estar de novia y porque según el hace días me vio besar a otro chico ya dice que no valgo n,0
no valgo nada,realmente no me merezco tener q estar mal y q me hagan creer q no hago ni valgo nada cuándo lo único q hago es estar para to,0
no valgo nada,soy la misma de antes no cambie en nada sólo que ahora se lo que valgo lo que quiero y lo que merezco,0
no valgo nada,me quiero morir xd siento que no valgo para nada joder ni para un puto examen que literalmente todo el mundo consig,0
no valgo nada,estoy demasiado cansada de tanto rechazo definitivamente no valgo nada,1
no valgo nada,mi tda no me permite hacer bases de datos bien y pues nada valgo para pura verga bai,0
no valgo nada,nunca nadie me había hecho sentir que no valgo nada es súper feo,0
no valgo nada,me di cuenta que valgo mucho la pena y que al final de todo yo no perdí nada a mi me perdieron,0
no valgo nada,decimelo a mí le doy asco y vergüenza a mí mamá además q crítico todo de mi cada aspecto literal y,0
no valgo nada,si no valgo para nada no sé por qué no viene alguien y me sacrifica por lo de aprovechar el espacio que ocupo y tal,1
no valgo nada,y si en lugar de encontrar soluciones a mis problemas alimento mis demonios internos con series películas y música,0
no valgo nada,hoy me puse a peliar con una señora por el campo en el mac no valgo nada,0
no valgo nada,cuando me siento triste y que no valgo nada bts esta hay para motivarme como dijieron ellos son l,0
no valgo nada,estoy en un momento en el que necesito mucho apoyo y ayuda pero me da vergüenza pedirlo porque siento que molesto y que no valgo nada,1
no valgo nada,hoy me di cuenta de q no valgo nada,1
no valgo nada,me la pasó haciéndole daño a las personas que quiero neh no valgo es pero nada loco,0
no valgo nada,es que que onda no valgo nada para nadie al final,1
odio mi vida,me estresa los jueves los odio odio mi vida,0
odio mi vida,a mí todos los delitos motivados por el odio me parecen cortos tanto en cuan,0
odio mi vida,seguro de hoy subire kilo nionda xd odio mi cuerpo mañana ayunare por dias y ya vere que onda con mi vida,0
odio mi vida,creo sinceramente que necesito ir a un psicólogo si no mis emisiones me van a ser estallar pero soy una puta cerra,0
odio mi vida,montero odio sentir que no estoy disfrutando la mejor etapa de mi vida,0
odio mi vida,odio ser esa clase de persona pero cuando admiro mucho a alguien quiero garchar con ellos yo me garché a cada pelotudo,0
odio mi vida,nooooooo odio mi vida maldita sea,1
odio mi vida,odio con mi vida que las personas ronquen,0
odio mi vida,como odio a los hombres encima lo peor es que los odio por los que tengo en mi vida yo sé que no son todos iguales pero dios ni uno rescató,0
odio mi vida,no me quiero ni yo me odio odio todo que se trate de mi imagínate si me van a querer alguna vez en la vida,0
odio mi vida,odio con mi vida estar resfriada,0
parar el dolor,libro duro el que me estoy leyendo me toca parar un rato y respirar para poder continuar me ha tocado sensacione,0
parar el dolor,caminé bebí y hable sin parar recordé a quiénes me lastimaron demasiado a quién me destruyó por dentro y quise tan,0
parar el dolor,tener una desviación en el tabique nasal y no haberme operado porque la edad mínima para la operación son años,0
parar el dolor,no me quiero parar de mi cama en todo el día que dolor de todo,0
parar el dolor,existe algo casero para parar el dolor de cabeza ya tome dos perifar en breves voy por el drogas,0
parar el dolor,el dolor más grande de mi vida fue verte partir la inocencia de un niño que sin querer fue a la calle a la person,0
parar el dolor,una casa sin reflejos reseñasamazon inquietante historia de unos grandes personajes impactante hace,0
parar el dolor,es increíble el dolor de cabeza que me agarra enseguida cuando empiezo a quemarme la cabeza ya seria hora de parar,0
parar el dolor,no van a parar a un corazón lastimado después de tantas ofensas lo más sensato era apaciguar desde el principio y,0
parar el dolor,si no aprendemos a soltar si no dejamos ir si el apego puede más que nosotros y nos quedamos ahí atados pegados a esos,0
parar el dolor,que está pasando por dios basta ustedes y el estdo deben parar ya la,0
parar el dolor,antes de que te vayas no lo sé lo único que se que no existe un dolor tan grande como el que sentí cuando me dij,0
parar el dolor,no puedo parar de pensar que si harry fuera mi amigo le pediria consejos todo el tiempo y me lo imagino re atento e,0
parar el dolor,a usted señor le vale una mierda el pueblo sólo está enamorado de su voz con fuchis y guacalas,0
parar el dolor,por qué mierda estoy pensando en cursilerías y demás cuando puedo crear arte sin parar porque el dolor ha hecho q,0
parar el dolor,esos son mas salados que yo en los panamericanos de los celebrados en carac,0
parar el dolor,ir en el bus y seguir el ritmo de la música con el pie y de pronto un sosainas me dice puedes parar de taconear c,0
parar el dolor,dios necesito para de llorar el dolor de cabeza se suma con las ganas de vomitar necesito parar esto,0
parar el dolor,se entiende el dolor por redes pero después no se quiere parar de mano en que quedamos quebrada jajajaja,0
parar el dolor,avui és el diamundialdolor abraçada fluixa als qui pateixen dolor crònic i als qui el tracten calen més recursos per a p,0
parar el dolor,no me he recuperado del todo de la ciática porque estoy toda la noche de costado con el niño enganchado y yo acur,0
parar el dolor,el dolor nos marca nos derrumba pero nos enseña tanto que cuando nos volvemos a parar estamos más firmes que un roble,0
parar el dolor,lo único que me hace parar de dibujar es el dolor de espalda real xd,0
pensando en el suicidio,estoy pensando en el suicidio seriamente e,1
pensando en el suicidio,como otro titular en las noticias de la artista de kpop que se suicidó creo que es un buen momento para que todos re,0
pensando en el suicidio,entre broma y broma la verdad si estoy pensando seriamente en el suicidio,1
pensando en el suicidio,estoy pensando seriamente en la suicidiacion total en un mes asume o la kristi o el otro gato y la verdad que no te,0
pensando en el suicidio,qué puede hacer un familiar después del intento de suicidio comunicación y respeto ayudar a tomar decisiones n,0
pensando en el suicidio,la que esta pensando en el suicidio dile que piense en sus padres y sobre todo su madreal final ellos,0
pensando en el suicidio,pensando en el suicidio nuevafotodeperfil,0
pensando en el suicidio,había empezado el día de hasta que me di cuenta que se perdió mi delineador ahora estoy pensando seriamente en un suicidio,0
pensando en el suicidio,si estás pensando en el suicidio llámame yo siempre tengo romo en el carro,0
pensando en el suicidio,hoy es el diamundialsaludmental y se va a dedicar a la prevención del suicidio por ser una de las causas cada vez,0
pensando en el suicidio,yo lo que no entiendo es para que defender a un güey que lanzó un mensaje retador y luego sale de lloró,0
pensando en el suicidio,triangulo cada día cualquier persona lgtbi que esté pensando en el suicidio puede leer los tuits con la etiqueta vivelgtbi lo,0
pensando en el suicidio,estuve toda la siesta pensando en otra persona tratando de no llorar no pude dormir y encima encontré esta canci,0
pensando en el suicidio,el suicidio es la ª causa de muerte en jóvenes de a años españa necesita la especialidad de psicología infant,0
pensando en el suicidio,rt respondo y miro hacia abajo pensando en el intento de suicidio de esa chica de su amistad rota con irene,0
pensando en el suicidio,me la pasaba pensando trataba de leer y no podía de ver películas y nomás no estaba sumamente inmersa en mis pen,0
pensando en el suicidio,para el supremo la convocatoria de manifestaciones pacíficas para exigir acciones políticas es el suicidio del es,0
pensando en el suicidio,casi seis semanas en el infierno jamás había pensando tanto en el suicidio,1
pensando en el suicidio,acá pensando seriamente en el suicidio después de no haber guardado un tp con el que estoy hace tres días,0
pensando en el suicidio,como puede vivir la gente que astilla la pantalla de su celular yo llevo horas aquí y estoy pensando en el suicidio,0
pensando en el suicidio,he estado pensando en algo radical a este tipo de delincuentes y a muchos otros se les debería c,0
pensando en el suicidio,pero extrañamente sentía un dolor de huesos asqueroso ese dolor lo asocio más a un tratamiento q,0
pensando en el suicidio,y de paso a ver si formamos correctamente a profesionales y nos aseguremos de que tienen la empatia y vocación mínima,0
podria quedarme solo dormido,cuando le comentaron que se lo ve cansado en la foto contesto solo tenía que quedarm,0
poner fin a esto,si se quiere poner fin a esto creo que sería mejor perdonar que amplificar pero esto da mucho rédito,0
poner fin a esto,poner fin a daca podría afectar a más de niños en la florida además es probable que esto les ocasione estré,0
poner fin a esto,garciamar gran idea de hay que poner fin a esto ya,0
poner fin a esto,pese a no ser independentista he de denunciar que lo que está haciendo pedro sánchez es una provocación a todas y,0
poner fin a esto,señor a que espera para poner fin a esto vergüenza me da de los gobernantes que tenemos,0
poner fin a esto,es un odio desmedido se han convertido en nazis que pena y que rabia a que espera sánchez para poner fin a todo esto,0
poner fin a esto,radio conexiónt finalmente fue el primer ministro de etiopía el elegido como el nuevo premio nobel de la paz esto graci,0
poner fin a esto,es necesario poner fin a esto y actuar cesar a torra y atender a esta emergencia nacional un policía está grave,0
poner fin a esto,bomba habrá var en la hexagonal final de concacaf confirmado por medio un alto personero de la confederación el,0
poner fin a esto,sois el gobierno teneis la posibilidad de poner fin a esto y solo se te ocurre poner ese tweet que vergüenza dais,0
poner fin a esto,estamos hablando de mill mill de independetistas eso no hay ejército policía o guardia civil,0
poner fin a esto,q te pasa sal tú a la callecon,0
poner fin a esto,me duele ecuador asi como me duele venzuela hermanos ecuatorianos hoy tienen la oportunidad de poner fin a esto us,0
poner fin a esto,esperemos un tiempo ver la gestion despues si es mala se le acusara o criticara y,0
poner fin a esto,la alternancia de gobiernos débiles deshonestos y partidistas alejados de los intereses nacionales nos lleva a q,0
poner fin a esto,deberías resumirlo como que el estado es quien es dueño del monopolio de la seguridad y la subversión en las m,0
poner fin a esto,en serio crees que pasará eso el final será que la misma burguesía catalana la de apellidos catalanes,0
poner fin a esto,yo mandaría a la policia nacional a descansar este fin de semana que los mossos se apañen con sus gentes y sus pol,0
poner fin a esto,madre de dios las imágenes en las noticias de lo q está pasando en cataluña son increíbles a qué espera el gob,0
poner fin a esto,que espera la policía para poner un fin a esto pongan mano dura contra estos delincuentes,0
poner fin a esto,dejen de discutir unos y otros e intenten poner fin a la batalla campal que hay en barcelona esto no es pacifico e,0
poner fin a esto,que espera el ejército para actuar más fuerte y poner fin a todo esto,0
poner fin a esto,es hora de poner fin a esto encarcelen a toda esa dirigencia extremista ya basta de ser muy ligeros en el acci,0
poner fin a esto,esto no me lo pierdo por nada al fin este omme decidio poner fin a su vida en la politica ya entendio que el no,0
poner fin a esto,me aburre tanto tanto todo lo relacionado con ad que me he ido a poner una lavadora vuelvo y sigue,0
por que debería seguir viviendo,sra si tuviera vergüenza debería renunciar su comentario es absurdo su jefe es el responsable de es,0
por que debería seguir viviendo,esa señora del nombre falso y ridículo está no pendeja lo que le sigue su o,0
por que debería seguir viviendo,vaya y dígaselo a los habitantes de culiacán que no viven esto un día sino que están subyugados,0
por que debería seguir viviendo,a los que debería dejar seguir viviendo serí,0
por que debería seguir viviendo,manifestarse por sus derechos por la libertad i por no seguir viviendo,0
por que debería seguir viviendo,que viva la grieta el país debería estar divido entre quienes quieren seguir viviendo así y,0
por que debería seguir viviendo,que viva la grieta el país debería estar divido entre quienes quieren seguir viviendo,0
por que debería seguir viviendo,la política debería ser una de las patas sobre la que se sujetase la sociedad como sujeto activo de cada individuo,0
por que debería seguir viviendo,y tú de quién eres aliado así te va vergüenza debería de darte por destruir un verdadero par,0
por que debería seguir viviendo,lo de san carlos ya es cinematográfico se debería saturar la ciudad con fuerza policial para detener,0
por que debería seguir viviendo,el tema retiro de los fondos afp también debería considerar cesantia cuando se extiende por en peri,0
por que debería seguir viviendo,españa debería ser para y por el que se la trabaja no entiendo como gente como estaque no trabaja ni por ni par,0
por que debería seguir viviendo,vida de absolutamente todos seguiría entonces por qué debería de seguir viviendo cuando no lo disfruto ni tengo ga,0
por que debería seguir viviendo,oye oye dices que morirías por mi se pone al lado del demonio rojo no hagas eso sería un completo despe,0
